timestamp_saved,dataFechaActualizado,Index,Desc,value
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,2,COGEN,44
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,3,Reserva en Rotación,298
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,4,Reserva Operacional,431
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,5,Capacidad Disponible,2785
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,6,Próxima Hora MW,2370
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,7,Máxima para Hoy,2616
07/25/2023 01:19 PM,7/25/2023 9:10:30 AM,8,Máxima Mensual,3004
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,0,Total de Generación,2382
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,1,PREPA,56
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,2,COGEN,44
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,3,Reserva en Rotación,309
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,4,Reserva Operacional,449
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,5,Capacidad Disponible,2818
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,6,Próxima Hora MW,2405
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,7,Máxima para Hoy,2616
07/25/2023 01:28 PM,7/25/2023 9:20:30 AM,8,Máxima Mensual,3004
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,0,Total de Generación,2391
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,1,PREPA,55
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,2,COGEN,45
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,3,Reserva en Rotación,294
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,4,Reserva Operacional,427
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,5,Capacidad Disponible,2832
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,6,Próxima Hora MW,2385
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,7,Máxima para Hoy,2616
07/25/2023 01:36 PM,7/25/2023 9:30:30 AM,8,Máxima Mensual,3004
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,0,Total de Generación,2389
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,1,PREPA,55
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,2,COGEN,45
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,3,Reserva en Rotación,333
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,4,Reserva Operacional,467
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,5,Capacidad Disponible,2865
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,6,Próxima Hora MW,2385
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,7,Máxima para Hoy,2616
07/25/2023 01:44 PM,7/25/2023 9:35:30 AM,8,Máxima Mensual,3004
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,0,Total de Generación,2373
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,1,PREPA,55
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,2,COGEN,45
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,3,Reserva en Rotación,376
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,4,Reserva Operacional,513
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,5,Capacidad Disponible,2883
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,6,Próxima Hora MW,2385
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,7,Máxima para Hoy,2616
07/25/2023 01:52 PM,7/25/2023 9:45:30 AM,8,Máxima Mensual,3004
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,0,Total de Generación,2386
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,1,PREPA,55
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,2,COGEN,45
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,3,Reserva en Rotación,396
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,4,Reserva Operacional,500
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,5,Capacidad Disponible,2873
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,6,Próxima Hora MW,2385
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,7,Máxima para Hoy,2616
07/25/2023 01:59 PM,7/25/2023 9:50:30 AM,8,Máxima Mensual,3004
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,0,Total de Generación,2352
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,1,PREPA,56
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,2,COGEN,44
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,3,Reserva en Rotación,432
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,4,Reserva Operacional,512
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,5,Capacidad Disponible,2859
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,6,Próxima Hora MW,2385
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:08 PM,7/25/2023 10:00:30 AM,8,Máxima Mensual,3004
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,0,Total de Generación,2328
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,1,PREPA,53
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,2,COGEN,47
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,3,Reserva en Rotación,410
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,4,Reserva Operacional,538
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,5,Capacidad Disponible,2869
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,6,Próxima Hora MW,2385
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:19 PM,7/25/2023 10:10:30 AM,8,Máxima Mensual,3004
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,0,Total de Generación,2330
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,1,PREPA,52
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,2,COGEN,48
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,3,Reserva en Rotación,373
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,4,Reserva Operacional,537
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,5,Capacidad Disponible,2829
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,6,Próxima Hora MW,2397
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:28 PM,7/25/2023 10:20:30 AM,8,Máxima Mensual,3004
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,0,Total de Generación,2336
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,1,PREPA,51
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,2,COGEN,49
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,3,Reserva en Rotación,369
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,4,Reserva Operacional,491
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,5,Capacidad Disponible,2832
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,6,Próxima Hora MW,2369
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:36 PM,7/25/2023 10:30:30 AM,8,Máxima Mensual,3004
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,0,Total de Generación,2332
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,1,PREPA,51
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,2,COGEN,49
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,3,Reserva en Rotación,363
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,4,Reserva Operacional,490
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,5,Capacidad Disponible,2820
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,6,Próxima Hora MW,2369
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:43 PM,7/25/2023 10:35:30 AM,8,Máxima Mensual,3004
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,0,Total de Generación,2333
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,1,PREPA,51
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,2,COGEN,49
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,3,Reserva en Rotación,406
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,4,Reserva Operacional,537
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,5,Capacidad Disponible,2866
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,6,Próxima Hora MW,2369
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:51 PM,7/25/2023 10:45:30 AM,8,Máxima Mensual,3004
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,0,Total de Generación,2341
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,1,PREPA,51
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,2,COGEN,49
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,3,Reserva en Rotación,405
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,4,Reserva Operacional,532
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,5,Capacidad Disponible,2869
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,6,Próxima Hora MW,2369
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,7,Máxima para Hoy,2616
07/25/2023 02:58 PM,7/25/2023 10:50:30 AM,8,Máxima Mensual,3004
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,0,Total de Generación,2348
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,1,PREPA,50
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,2,COGEN,50
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,3,Reserva en Rotación,360
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,4,Reserva Operacional,460
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,5,Capacidad Disponible,2806
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,6,Próxima Hora MW,2369
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:07 PM,7/25/2023 11:00:30 AM,8,Máxima Mensual,3004
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,0,Total de Generación,2356
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,1,PREPA,51
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,2,COGEN,49
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,3,Reserva en Rotación,344
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,4,Reserva Operacional,443
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,5,Capacidad Disponible,2794
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,6,Próxima Hora MW,2369
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:18 PM,7/25/2023 11:10:30 AM,8,Máxima Mensual,3004
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,0,Total de Generación,2316
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,1,PREPA,53
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,2,COGEN,47
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,3,Reserva en Rotación,407
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,4,Reserva Operacional,510
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,5,Capacidad Disponible,2828
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,6,Próxima Hora MW,2409
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:27 PM,7/25/2023 11:20:30 AM,8,Máxima Mensual,3004
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,0,Total de Generación,2329
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,1,PREPA,51
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,2,COGEN,49
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,3,Reserva en Rotación,466
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,4,Reserva Operacional,567
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,5,Capacidad Disponible,2897
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,6,Próxima Hora MW,2381
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:35 PM,7/25/2023 11:30:30 AM,8,Máxima Mensual,3004
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,0,Total de Generación,2326
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,1,PREPA,51
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,2,COGEN,49
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,3,Reserva en Rotación,439
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,4,Reserva Operacional,558
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,5,Capacidad Disponible,2903
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,6,Próxima Hora MW,2381
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:42 PM,7/25/2023 11:35:30 AM,8,Máxima Mensual,3004
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,0,Total de Generación,2328
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,1,PREPA,52
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,2,COGEN,48
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,3,Reserva en Rotación,420
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,4,Reserva Operacional,560
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,5,Capacidad Disponible,2871
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,6,Próxima Hora MW,2381
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:50 PM,7/25/2023 11:45:30 AM,8,Máxima Mensual,3004
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,0,Total de Generación,2339
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,1,PREPA,50
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,2,COGEN,50
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,3,Reserva en Rotación,413
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,4,Reserva Operacional,541
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,5,Capacidad Disponible,2868
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,6,Próxima Hora MW,2381
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,7,Máxima para Hoy,2616
07/25/2023 03:58 PM,7/25/2023 11:50:30 AM,8,Máxima Mensual,3004
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,0,Total de Generación,2332
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,1,PREPA,49
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,2,COGEN,51
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,3,Reserva en Rotación,395
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,4,Reserva Operacional,527
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,5,Capacidad Disponible,2845
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,6,Próxima Hora MW,2381
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,7,Máxima para Hoy,2616
07/25/2023 04:08 PM,7/25/2023 12:00:30 PM,8,Máxima Mensual,3004
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,0,Total de Generación,2330
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,1,PREPA,50
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,2,COGEN,50
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,3,Reserva en Rotación,401
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,4,Reserva Operacional,535
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,5,Capacidad Disponible,2854
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,6,Próxima Hora MW,2381
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,7,Máxima para Hoy,2616
07/25/2023 04:19 PM,7/25/2023 12:10:30 PM,8,Máxima Mensual,3004
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,0,Total de Generación,2357
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,1,PREPA,49
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,2,COGEN,51
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,3,Reserva en Rotación,375
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,4,Reserva Operacional,508
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,5,Capacidad Disponible,2855
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,6,Próxima Hora MW,2363
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,7,Máxima para Hoy,2616
07/25/2023 04:30 PM,7/25/2023 12:25:30 PM,8,Máxima Mensual,3004
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,0,Total de Generación,2371
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,1,PREPA,49
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,2,COGEN,51
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,3,Reserva en Rotación,357
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,4,Reserva Operacional,491
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,5,Capacidad Disponible,2851
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,6,Próxima Hora MW,2363
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,7,Máxima para Hoy,2616
07/25/2023 04:39 PM,7/25/2023 12:30:30 PM,8,Máxima Mensual,3004
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,0,Total de Generación,2379
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,1,PREPA,50
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,2,COGEN,50
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,3,Reserva en Rotación,352
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,4,Reserva Operacional,486
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,5,Capacidad Disponible,2846
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,6,Próxima Hora MW,2363
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,7,Máxima para Hoy,2616
07/25/2023 04:47 PM,7/25/2023 12:40:30 PM,8,Máxima Mensual,3004
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,0,Total de Generación,2396
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,1,PREPA,50
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,2,COGEN,50
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,3,Reserva en Rotación,335
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,4,Reserva Operacional,469
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,5,Capacidad Disponible,2855
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,6,Próxima Hora MW,2363
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,7,Máxima para Hoy,2616
07/25/2023 04:54 PM,7/25/2023 12:45:30 PM,8,Máxima Mensual,3004
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,0,Total de Generación,2396
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,1,PREPA,51
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,2,COGEN,49
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,3,Reserva en Rotación,355
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,4,Reserva Operacional,491
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,5,Capacidad Disponible,2853
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,6,Próxima Hora MW,2363
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:03 PM,7/25/2023 12:55:30 PM,8,Máxima Mensual,3004
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,0,Total de Generación,2394
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,1,PREPA,51
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,2,COGEN,49
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,3,Reserva en Rotación,333
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,4,Reserva Operacional,470
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,5,Capacidad Disponible,2842
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,6,Próxima Hora MW,2363
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:13 PM,7/25/2023 1:05:30 PM,8,Máxima Mensual,3004
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,0,Total de Generación,2402
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,1,PREPA,51
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,2,COGEN,49
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,3,Reserva en Rotación,328
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,4,Reserva Operacional,507
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,5,Capacidad Disponible,2853
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,6,Próxima Hora MW,2439
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:22 PM,7/25/2023 1:15:30 PM,8,Máxima Mensual,3004
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,0,Total de Generación,2396
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,1,PREPA,51
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,2,COGEN,49
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,3,Reserva en Rotación,342
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,4,Reserva Operacional,523
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,5,Capacidad Disponible,2860
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,6,Próxima Hora MW,2439
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:30 PM,7/25/2023 1:20:30 PM,8,Máxima Mensual,3004
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,0,Total de Generación,2438
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,1,PREPA,51
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,2,COGEN,49
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,3,Reserva en Rotación,456
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,4,Reserva Operacional,590
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,5,Capacidad Disponible,2866
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,6,Próxima Hora MW,2448
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:37 PM,7/25/2023 1:30:30 PM,8,Máxima Mensual,3004
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,0,Total de Generación,2444
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,1,PREPA,50
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,2,COGEN,50
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,3,Reserva en Rotación,354
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,4,Reserva Operacional,486
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,5,Capacidad Disponible,2867
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,6,Próxima Hora MW,2448
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:44 PM,7/25/2023 1:35:30 PM,8,Máxima Mensual,3004
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,0,Total de Generación,2440
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,1,PREPA,50
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,2,COGEN,50
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,3,Reserva en Rotación,290
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,4,Reserva Operacional,471
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,5,Capacidad Disponible,2844
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,6,Próxima Hora MW,2448
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,7,Máxima para Hoy,2616
07/25/2023 05:52 PM,7/25/2023 1:45:30 PM,8,Máxima Mensual,3004
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,0,Total de Generación,2447
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,1,PREPA,50
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,2,COGEN,50
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,3,Reserva en Rotación,280
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,4,Reserva Operacional,458
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,5,Capacidad Disponible,2840
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,6,Próxima Hora MW,2448
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,7,Máxima para Hoy,2616
07/25/2023 06:00 PM,7/25/2023 1:50:30 PM,8,Máxima Mensual,3004
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,0,Total de Generación,2454
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,1,PREPA,51
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,2,COGEN,49
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,3,Reserva en Rotación,288
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,4,Reserva Operacional,463
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,5,Capacidad Disponible,2900
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,6,Próxima Hora MW,2448
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,7,Máxima para Hoy,2616
07/25/2023 06:09 PM,7/25/2023 2:00:30 PM,8,Máxima Mensual,3004
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,0,Total de Generación,2444
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,1,PREPA,53
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,2,COGEN,47
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,3,Reserva en Rotación,297
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,4,Reserva Operacional,477
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,5,Capacidad Disponible,2908
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,6,Próxima Hora MW,2481
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,7,Máxima para Hoy,2616
07/25/2023 06:21 PM,7/25/2023 2:15:30 PM,8,Máxima Mensual,3004
07/25/2023 06:29 PM,7/25/2023 2:20:30 PM,0,Total de Generación,2446
07/25/2023 06:29 PM,7/25/2023 2:20:30 PM,1,PREPA,53
07/25/2023 06:29 PM,7/25/2023 2:20:30 PM,2,COGEN,47
